Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Devin Vassell,San Antonio Spurs,Portland Trail Blazers,Points,12.5,-106,DraftKings,OVER,,11.0,0
Devin Vassell,San Antonio Spurs,Portland Trail Blazers,Points,12.5,-121,BetMGM,OVER,,11.0,0
Devin Vassell,San Antonio Spurs,Portland Trail Blazers,Points,12.5,-120,DraftKings,UNDER,,11.0,1
Devin Vassell,San Antonio Spurs,Portland Trail Blazers,Points,12.5,-113,BetMGM,UNDER,,11.0,1
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-120,FanDuel,OVER,,28.0,1
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-106,DraftKings,OVER,,28.0,1
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-112,BetMGM,OVER,,28.0,1
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-104,FanDuel,UNDER,,28.0,0
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-121,DraftKings,UNDER,,28.0,0
De'Aaron Fox,San Antonio Spurs,Portland Trail Blazers,Points,16.5,-122,BetMGM,UNDER,,28.0,0
Donovan Clingan,Portland Trail Blazers,San Antonio Spurs,Points,8.5,-125,DraftKings,OVER,,5.0,0
Donovan Clingan,Portland Trail Blazers,San Antonio Spurs,Points,8.5,-122,BetMGM,OVER,,5.0,0
Donovan Clingan,Portland Trail Blazers,San Antonio Spurs,Points,8.5,-102,DraftKings,UNDER,,5.0,1
Donovan Clingan,Portland Trail Blazers,San Antonio Spurs,Points,8.5,-112,BetMGM,UNDER,,5.0,1
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,25.5,-115,FanDuel,OVER,,27.0,1
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,25.5,-124,DraftKings,OVER,,27.0,1
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,26.5,-106,BetMGM,OVER,,27.0,1
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,25.5,-111,FanDuel,UNDER,,27.0,0
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,25.5,-103,DraftKings,UNDER,,27.0,0
Victor Wembanyama,San Antonio Spurs,Portland Trail Blazers,Points,26.5,-129,BetMGM,UNDER,,27.0,0
Stephon Castle,San Antonio Spurs,Portland Trail Blazers,Points,17.5,-118,FanDuel,OVER,,16.0,0
Stephon Castle,San Antonio Spurs,Portland Trail Blazers,Points,17.5,-115,DraftKings,OVER,,16.0,0
Stephon Castle,San Antonio Spurs,Portland Trail Blazers,Points,17.5,-114,BetMGM,OVER,,16.0,0
