Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Luke Kennard,Los Angeles Lakers,Oklahoma City Thunder,Points,7.5,-121,DraftKings,OVER,,7.0,0
Luke Kennard,Los Angeles Lakers,Oklahoma City Thunder,Points,7.5,-139,BetMGM,OVER,,7.0,0
Luke Kennard,Los Angeles Lakers,Oklahoma City Thunder,Points,7.5,-105,DraftKings,UNDER,,7.0,1
Luke Kennard,Los Angeles Lakers,Oklahoma City Thunder,Points,7.5,102,BetMGM,UNDER,,7.0,1
Jaylin Williams,Oklahoma City Thunder,Los Angeles Lakers,Points,3.5,-113,DraftKings,OVER,,3.0,0
Jaylin Williams,Oklahoma City Thunder,Los Angeles Lakers,Points,3.5,-113,DraftKings,UNDER,,3.0,1
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,100,FanDuel,OVER,,8.0,0
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-106,DraftKings,OVER,,8.0,0
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-114,BetMGM,OVER,,8.0,0
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-128,FanDuel,UNDER,,8.0,1
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-120,DraftKings,UNDER,,8.0,1
Austin Reaves,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-118,BetMGM,UNDER,,8.0,1
Deandre Ayton,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-113,DraftKings,OVER,,10.0,1
Deandre Ayton,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-114,BetMGM,OVER,,10.0,1
Deandre Ayton,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-113,DraftKings,UNDER,,10.0,0
Deandre Ayton,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-120,BetMGM,UNDER,,10.0,0
Alex Caruso,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,-128,DraftKings,OVER,,5.0,0
Alex Caruso,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,-136,BetMGM,OVER,,5.0,0
Alex Caruso,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,100,DraftKings,UNDER,,5.0,1
Alex Caruso,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,100,BetMGM,UNDER,,5.0,1
Cason Wallace,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,105,DraftKings,OVER,,5.0,0
Cason Wallace,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,-134,BetMGM,OVER,,5.0,0
Cason Wallace,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,-134,DraftKings,UNDER,,5.0,1
Cason Wallace,Oklahoma City Thunder,Los Angeles Lakers,Points,6.5,-103,BetMGM,UNDER,,5.0,1
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-111,FanDuel,OVER,,27.0,1
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-114,DraftKings,OVER,,27.0,1
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,19.5,-130,BetMGM,OVER,,27.0,1
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-115,FanDuel,UNDER,,27.0,0
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,20.5,-112,DraftKings,UNDER,,27.0,0
LeBron James,Los Angeles Lakers,Oklahoma City Thunder,Points,19.5,-105,BetMGM,UNDER,,27.0,0
Marcus Smart,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-126,DraftKings,OVER,,12.0,1
Marcus Smart,Los Angeles Lakers,Oklahoma City Thunder,Points,10.5,-103,BetMGM,OVER,,12.0,1
Marcus Smart,Los Angeles Lakers,Oklahoma City Thunder,Points,9.5,-101,DraftKings,UNDER,,12.0,0
Marcus Smart,Los Angeles Lakers,Oklahoma City Thunder,Points,10.5,-134,BetMGM,UNDER,,12.0,0
Luguentz Dort,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,-104,DraftKings,OVER,,6.0,0
Luguentz Dort,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,-113,BetMGM,OVER,,6.0,0
Luguentz Dort,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,-122,DraftKings,UNDER,,6.0,1
Luguentz Dort,Oklahoma City Thunder,Los Angeles Lakers,Points,7.5,-121,BetMGM,UNDER,,6.0,1
Isaiah Hartenstein,Oklahoma City Thunder,Los Angeles Lakers,Points,8.5,-103,DraftKings,OVER,,8.0,0
Isaiah Hartenstein,Oklahoma City Thunder,Los Angeles Lakers,Points,8.5,-105,BetMGM,OVER,,8.0,0
Isaiah Hartenstein,Oklahoma City Thunder,Los Angeles Lakers,Points,8.5,-124,DraftKings,UNDER,,8.0,1
Isaiah Hartenstein,Oklahoma City Thunder,Los Angeles Lakers,Points,8.5,-129,BetMGM,UNDER,,8.0,1
Shai Gilgeous-Alexander,Oklahoma City Thunder,Los Angeles Lakers,Rebounds,4.5,124,FanDuel,OVER,,2.0,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,Los Angeles Lakers,Rebounds,4.5,123,DraftKings,OVER,,2.0,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,Los Angeles Lakers,Rebounds,4.5,120,BetMGM,OVER,,2.0,0
Shai Gilgeous-Alexander,Oklahoma City Thunder,Los Angeles Lakers,Rebounds,4.5,-160,FanDuel,UNDER,,2.0,1
