Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Anthony Black,Orlando Magic,Detroit Pistons,Points,8.5,-123,DraftKings,OVER,,8.0,0
Anthony Black,Orlando Magic,Detroit Pistons,Points,9.5,-104,BetMGM,OVER,,8.0,0
Anthony Black,Orlando Magic,Detroit Pistons,Points,8.5,-104,DraftKings,UNDER,,8.0,1
Anthony Black,Orlando Magic,Detroit Pistons,Points,9.5,-132,BetMGM,UNDER,,8.0,1
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,20.5,-128,FanDuel,OVER,,25.0,1
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,21.5,-109,DraftKings,OVER,,25.0,1
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,20.5,-124,BetMGM,OVER,,25.0,1
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,20.5,-102,FanDuel,UNDER,,25.0,0
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,21.5,-117,DraftKings,UNDER,,25.0,0
Paolo Banchero,Orlando Magic,Detroit Pistons,Points,20.5,-110,BetMGM,UNDER,,25.0,0
Jalen Suggs,Orlando Magic,Detroit Pistons,Points,14.5,-102,DraftKings,OVER,,15.0,1
Jalen Suggs,Orlando Magic,Detroit Pistons,Points,14.5,-106,BetMGM,OVER,,15.0,1
Jalen Suggs,Orlando Magic,Detroit Pistons,Points,14.5,-125,DraftKings,UNDER,,15.0,0
Jalen Suggs,Orlando Magic,Detroit Pistons,Points,14.5,-129,BetMGM,UNDER,,15.0,0
Wendell Carter Jr.,Orlando Magic,Detroit Pistons,Points,9.5,-120,DraftKings,OVER,,14.0,1
Wendell Carter Jr.,Orlando Magic,Detroit Pistons,Points,9.5,-130,BetMGM,OVER,,14.0,1
Wendell Carter Jr.,Orlando Magic,Detroit Pistons,Points,9.5,-106,DraftKings,UNDER,,14.0,0
Wendell Carter Jr.,Orlando Magic,Detroit Pistons,Points,9.5,-105,BetMGM,UNDER,,14.0,0
Tobias Harris,Detroit Pistons,Orlando Magic,Points,15.5,-111,FanDuel,OVER,,23.0,1
Tobias Harris,Detroit Pistons,Orlando Magic,Points,14.5,-125,DraftKings,OVER,,23.0,1
Tobias Harris,Detroit Pistons,Orlando Magic,Points,15.5,-120,BetMGM,OVER,,23.0,1
Tobias Harris,Detroit Pistons,Orlando Magic,Points,15.5,-115,FanDuel,UNDER,,23.0,0
Tobias Harris,Detroit Pistons,Orlando Magic,Points,14.5,-102,DraftKings,UNDER,,23.0,0
Tobias Harris,Detroit Pistons,Orlando Magic,Points,15.5,-114,BetMGM,UNDER,,23.0,0
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-102,FanDuel,OVER,,25.0,1
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-102,DraftKings,OVER,,25.0,1
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-115,BetMGM,OVER,,25.0,1
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-125,FanDuel,UNDER,,25.0,0
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-125,DraftKings,UNDER,,25.0,0
Desmond Bane,Orlando Magic,Detroit Pistons,Points,18.5,-118,BetMGM,UNDER,,25.0,0
Duncan Robinson,Detroit Pistons,Orlando Magic,Points,10.5,-110,DraftKings,OVER,,10.0,0
Duncan Robinson,Detroit Pistons,Orlando Magic,Points,10.5,-114,BetMGM,OVER,,10.0,0
Duncan Robinson,Detroit Pistons,Orlando Magic,Points,10.5,-116,DraftKings,UNDER,,10.0,1
Duncan Robinson,Detroit Pistons,Orlando Magic,Points,10.5,-120,BetMGM,UNDER,,10.0,1
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-118,FanDuel,OVER,,17.0,0
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-115,DraftKings,OVER,,17.0,0
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-107,BetMGM,OVER,,17.0,0
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-108,FanDuel,UNDER,,17.0,1
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-111,DraftKings,UNDER,,17.0,1
Franz Wagner,Orlando Magic,Detroit Pistons,Points,17.5,-127,BetMGM,UNDER,,17.0,1
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,27.5,-122,FanDuel,OVER,,27.0,0
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,27.5,-119,DraftKings,OVER,,27.0,0
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,28.5,-115,BetMGM,OVER,,27.0,0
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,27.5,-104,FanDuel,UNDER,,27.0,1
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,27.5,-107,DraftKings,UNDER,,27.0,1
Cade Cunningham,Detroit Pistons,Orlando Magic,Points,28.5,-118,BetMGM,UNDER,,27.0,1
Isaiah Stewart,Detroit Pistons,Orlando Magic,Points,6.5,104,DraftKings,OVER,,3.0,0
Isaiah Stewart,Detroit Pistons,Orlando Magic,Points,6.5,-110,BetMGM,OVER,,3.0,0
