Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Tim Hardaway Jr.,Denver Nuggets,Minnesota Timberwolves,Points,11.5,-115,DraftKings,OVER,,11.0,0
Tim Hardaway Jr.,Denver Nuggets,Minnesota Timberwolves,Points,11.5,-112,BetMGM,OVER,,11.0,0
Tim Hardaway Jr.,Denver Nuggets,Minnesota Timberwolves,Points,11.5,-111,DraftKings,UNDER,,11.0,1
Tim Hardaway Jr.,Denver Nuggets,Minnesota Timberwolves,Points,11.5,-122,BetMGM,UNDER,,11.0,1
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Points,8.5,-102,DraftKings,OVER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Points,7.5,-127,BetMGM,OVER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Points,8.5,-125,DraftKings,UNDER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Points,7.5,-106,BetMGM,UNDER,,,
Spencer Jones,Denver Nuggets,Minnesota Timberwolves,Points,4.5,-126,DraftKings,OVER,,6.0,1
Spencer Jones,Denver Nuggets,Minnesota Timberwolves,Points,4.5,-101,DraftKings,UNDER,,6.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-112,DraftKings,OVER,,15.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-120,FanDuel,OVER,,15.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-117,BetMGM,OVER,,15.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-114,DraftKings,UNDER,,15.0,1
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-106,FanDuel,UNDER,,15.0,1
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Points,19.5,-117,BetMGM,UNDER,,15.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,28.5,-119,DraftKings,OVER,,17.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,27.5,-128,FanDuel,OVER,,17.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,28.5,-113,BetMGM,OVER,,17.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,28.5,-107,DraftKings,UNDER,,17.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,27.5,100,FanDuel,UNDER,,17.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Points,28.5,-121,BetMGM,UNDER,,17.0,1
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-116,DraftKings,OVER,,5.0,0
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-132,BetMGM,OVER,,5.0,0
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-110,DraftKings,UNDER,,5.0,1
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-104,BetMGM,UNDER,,5.0,1
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-109,DraftKings,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-108,FanDuel,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-114,BetMGM,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-117,DraftKings,UNDER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-118,FanDuel,UNDER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Points,14.5,-120,BetMGM,UNDER,,,
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-114,DraftKings,OVER,,15.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-127,BetMGM,OVER,,15.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-111,DraftKings,UNDER,,15.0,0
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-107,BetMGM,UNDER,,15.0,0
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,30.5,-104,DraftKings,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,29.5,-120,FanDuel,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,29.5,-122,BetMGM,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,30.5,-122,DraftKings,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,29.5,-106,FanDuel,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Points,29.5,-112,BetMGM,UNDER,,,
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Points,9.5,-131,DraftKings,OVER,,10.0,1
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-112,BetMGM,OVER,,10.0,0
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Points,9.5,103,DraftKings,UNDER,,10.0,0
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Points,10.5,-122,BetMGM,UNDER,,10.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Rebounds,3.5,-113,DraftKings,OVER,,4.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Rebounds,3.5,-122,BetMGM,OVER,,4.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Rebounds,3.5,-116,DraftKings,UNDER,,4.0,0
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Rebounds,3.5,-110,BetMGM,UNDER,,4.0,0
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,-143,DraftKings,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,-140,FanDuel,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,-143,BetMGM,OVER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,109,DraftKings,UNDER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,110,FanDuel,UNDER,,,
Aaron Gordon,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,105,BetMGM,UNDER,,,
Spencer Jones,Denver Nuggets,Minnesota Timberwolves,Rebounds,3.5,-102,DraftKings,OVER,,1.0,0
Spencer Jones,Denver Nuggets,Minnesota Timberwolves,Rebounds,3.5,-130,DraftKings,UNDER,,1.0,1
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Rebounds,11.5,-102,DraftKings,OVER,,12.0,1
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Rebounds,10.5,-137,BetMGM,OVER,,12.0,1
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Rebounds,11.5,-129,DraftKings,UNDER,,12.0,0
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Rebounds,10.5,102,BetMGM,UNDER,,12.0,0
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Rebounds,2.5,-156,DraftKings,OVER,,3.0,1
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Rebounds,2.5,-152,BetMGM,OVER,,3.0,1
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Rebounds,2.5,118,DraftKings,UNDER,,3.0,0
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Rebounds,2.5,110,BetMGM,UNDER,,3.0,0
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,14.5,105,DraftKings,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,13.5,-115,FanDuel,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,13.5,-115,BetMGM,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,14.5,-138,DraftKings,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,13.5,-111,FanDuel,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Rebounds,13.5,-118,BetMGM,UNDER,,,
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,115,DraftKings,OVER,,3.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,-142,FanDuel,OVER,,3.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,-152,BetMGM,OVER,,3.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,5.5,-152,DraftKings,UNDER,,3.0,1
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,112,FanDuel,UNDER,,3.0,1
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,112,BetMGM,UNDER,,3.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,-133,DraftKings,OVER,,5.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,-122,FanDuel,OVER,,5.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,-136,BetMGM,OVER,,5.0,0
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,101,DraftKings,UNDER,,5.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,-104,FanDuel,UNDER,,5.0,1
Anthony Edwards,Minnesota Timberwolves,Denver Nuggets,Rebounds,5.5,100,BetMGM,UNDER,,5.0,1
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,118,DraftKings,OVER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,114,BetMGM,OVER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,-155,DraftKings,UNDER,,,
Bruce Brown Jr.,Denver Nuggets,Minnesota Timberwolves,Rebounds,4.5,-157,BetMGM,UNDER,,,
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,102,DraftKings,OVER,,10.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,104,FanDuel,OVER,,10.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,107,BetMGM,OVER,,10.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,-134,DraftKings,UNDER,,10.0,0
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,-132,FanDuel,UNDER,,10.0,0
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Rebounds,4.5,-148,BetMGM,UNDER,,10.0,0
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,10.5,110,DraftKings,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,9.5,-132,FanDuel,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,9.5,-125,BetMGM,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,10.5,-145,DraftKings,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,9.5,104,FanDuel,UNDER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,Assists,9.5,-108,BetMGM,UNDER,,,
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-106,DraftKings,OVER,,4.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-104,FanDuel,OVER,,4.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-125,BetMGM,OVER,,4.0,0
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-124,DraftKings,UNDER,,4.0,1
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-122,FanDuel,UNDER,,4.0,1
Julius Randle,Minnesota Timberwolves,Denver Nuggets,Assists,4.5,-109,BetMGM,UNDER,,4.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-120,DraftKings,OVER,,3.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-125,FanDuel,OVER,,3.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-134,BetMGM,OVER,,3.0,1
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-109,DraftKings,UNDER,,3.0,0
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-102,FanDuel,UNDER,,3.0,0
Jaden McDaniels,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-103,BetMGM,UNDER,,3.0,0
Cameron Johnson,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,107,DraftKings,OVER,,1.0,0
Cameron Johnson,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,125,BetMGM,OVER,,1.0,0
Cameron Johnson,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,-141,DraftKings,UNDER,,1.0,1
Cameron Johnson,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,-175,BetMGM,UNDER,,1.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Assists,3.5,115,DraftKings,OVER,,7.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Assists,3.5,102,BetMGM,OVER,,7.0,1
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Assists,3.5,-152,DraftKings,UNDER,,7.0,0
Donte DiVincenzo,Minnesota Timberwolves,Denver Nuggets,Assists,3.5,-139,BetMGM,UNDER,,7.0,0
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Assists,1.5,-109,DraftKings,OVER,,2.0,1
Naz Reid,Minnesota Timberwolves,Denver Nuggets,Assists,1.5,-121,DraftKings,UNDER,,2.0,0
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Assists,1.5,-107,DraftKings,OVER,,3.0,1
Rudy Gobert,Minnesota Timberwolves,Denver Nuggets,Assists,1.5,-124,DraftKings,UNDER,,3.0,0
Christian Braun,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,115,DraftKings,OVER,,0.0,0
Christian Braun,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,120,BetMGM,OVER,,0.0,0
Christian Braun,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,-151,DraftKings,UNDER,,0.0,1
Christian Braun,Denver Nuggets,Minnesota Timberwolves,Assists,2.5,-162,BetMGM,UNDER,,0.0,1
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-155,DraftKings,OVER,,9.0,1
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,-167,BetMGM,OVER,,9.0,1
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,118,DraftKings,UNDER,,9.0,0
Ayo Dosunmu,Minnesota Timberwolves,Denver Nuggets,Assists,2.5,123,BetMGM,UNDER,,9.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-129,DraftKings,OVER,,4.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-111,FanDuel,OVER,,4.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-127,BetMGM,OVER,,4.0,0
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-102,DraftKings,UNDER,,4.0,1
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-115,FanDuel,UNDER,,4.0,1
Jamal Murray,Denver Nuggets,Minnesota Timberwolves,Assists,6.5,-107,BetMGM,UNDER,,4.0,1
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,3-Pointers,1.5,-136,DraftKings,OVER,,,
Nikola Jokic,Denver Nuggets,Minnesota Timberwolves,3-Pointers,1.5,-148,FanDuel,OVER,,,
