Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Adem Bona,Philadelphia 76ers,Boston Celtics,Points,3.5,-113,DraftKings,OVER,,3.0,0
Adem Bona,Philadelphia 76ers,Boston Celtics,Points,3.5,-130,BetMGM,OVER,,3.0,0
Adem Bona,Philadelphia 76ers,Boston Celtics,Points,3.5,-113,DraftKings,UNDER,,3.0,1
Adem Bona,Philadelphia 76ers,Boston Celtics,Points,3.5,-105,BetMGM,UNDER,,3.0,1
Andre Drummond,Philadelphia 76ers,Boston Celtics,Points,7.5,103,DraftKings,OVER,,2.0,0
Andre Drummond,Philadelphia 76ers,Boston Celtics,Points,6.5,-112,BetMGM,OVER,,2.0,0
Andre Drummond,Philadelphia 76ers,Boston Celtics,Points,7.5,-131,DraftKings,UNDER,,2.0,1
Andre Drummond,Philadelphia 76ers,Boston Celtics,Points,6.5,-122,BetMGM,UNDER,,2.0,1
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,25.5,-113,FanDuel,OVER,,21.0,0
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,26.5,-107,DraftKings,OVER,,21.0,0
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,26.5,-109,BetMGM,OVER,,21.0,0
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,25.5,-113,FanDuel,UNDER,,21.0,1
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,26.5,-119,DraftKings,UNDER,,21.0,1
Tyrese Maxey,Philadelphia 76ers,Boston Celtics,Points,26.5,-125,BetMGM,UNDER,,21.0,1
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,26.5,-113,FanDuel,OVER,,26.0,0
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,25.5,-123,DraftKings,OVER,,26.0,1
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,25.5,-127,BetMGM,OVER,,26.0,1
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,26.5,-113,FanDuel,UNDER,,26.0,1
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,25.5,-104,DraftKings,UNDER,,26.0,0
Jaylen Brown,Boston Celtics,Philadelphia 76ers,Points,25.5,-107,BetMGM,UNDER,,26.0,0
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,7.5,-113,FanDuel,OVER,,12.0,1
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,7.5,-109,DraftKings,OVER,,12.0,1
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,6.5,-121,BetMGM,OVER,,12.0,1
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,7.5,-113,FanDuel,UNDER,,12.0,0
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,7.5,-117,DraftKings,UNDER,,12.0,0
Sam Hauser,Boston Celtics,Philadelphia 76ers,Points,6.5,-113,BetMGM,UNDER,,12.0,0
Payton Pritchard,Boston Celtics,Philadelphia 76ers,Points,13.5,-126,DraftKings,OVER,,12.0,0
Payton Pritchard,Boston Celtics,Philadelphia 76ers,Points,13.5,-130,BetMGM,OVER,,12.0,0
Payton Pritchard,Boston Celtics,Philadelphia 76ers,Points,13.5,-101,DraftKings,UNDER,,12.0,1
Payton Pritchard,Boston Celtics,Philadelphia 76ers,Points,13.5,-105,BetMGM,UNDER,,12.0,1
VJ Edgecombe,Philadelphia 76ers,Boston Celtics,Points,14.5,-122,DraftKings,OVER,,13.0,0
VJ Edgecombe,Philadelphia 76ers,Boston Celtics,Points,14.5,-134,BetMGM,OVER,,13.0,0
VJ Edgecombe,Philadelphia 76ers,Boston Celtics,Points,14.5,-104,DraftKings,UNDER,,13.0,1
VJ Edgecombe,Philadelphia 76ers,Boston Celtics,Points,14.5,-103,BetMGM,UNDER,,13.0,1
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Points,8.5,100,DraftKings,OVER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Points,8.5,-112,BetMGM,OVER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Points,8.5,-127,DraftKings,UNDER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Points,8.5,-122,BetMGM,UNDER,,,
Baylor Scheierman,Boston Celtics,Philadelphia 76ers,Points,4.5,-123,DraftKings,OVER,,5.0,1
Baylor Scheierman,Boston Celtics,Philadelphia 76ers,Points,4.5,-104,DraftKings,UNDER,,5.0,0
Neemias Queta,Boston Celtics,Philadelphia 76ers,Points,9.5,-132,DraftKings,OVER,,13.0,1
Neemias Queta,Boston Celtics,Philadelphia 76ers,Points,9.5,-109,BetMGM,OVER,,13.0,1
Neemias Queta,Boston Celtics,Philadelphia 76ers,Points,9.5,104,DraftKings,UNDER,,13.0,0
Neemias Queta,Boston Celtics,Philadelphia 76ers,Points,9.5,-125,BetMGM,UNDER,,13.0,0
Paul George,Philadelphia 76ers,Boston Celtics,Rebounds,5.5,-104,DraftKings,OVER,,4.0,0
Paul George,Philadelphia 76ers,Boston Celtics,Rebounds,5.5,110,BetMGM,OVER,,4.0,0
Paul George,Philadelphia 76ers,Boston Celtics,Rebounds,5.5,-127,DraftKings,UNDER,,4.0,1
Paul George,Philadelphia 76ers,Boston Celtics,Rebounds,5.5,-150,BetMGM,UNDER,,4.0,1
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Rebounds,4.5,-137,DraftKings,OVER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Rebounds,5.5,102,BetMGM,OVER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Rebounds,4.5,104,DraftKings,UNDER,,,
Nikola Vucevic,Boston Celtics,Philadelphia 76ers,Rebounds,5.5,-139,BetMGM,UNDER,,,
