Player,Team,Opponent,PropType,Line,Odds,Sportsbook,Direction,ModelProb,Actual,Hit
Collin Murray-Boyles,Toronto Raptors,Cleveland Cavaliers,Points,7.5,-102,DraftKings,OVER,,14.0,1
Collin Murray-Boyles,Toronto Raptors,Cleveland Cavaliers,Points,7.5,-125,DraftKings,UNDER,,14.0,0
RJ Barrett,Toronto Raptors,Cleveland Cavaliers,Points,19.5,-120,DraftKings,OVER,,24.0,1
RJ Barrett,Toronto Raptors,Cleveland Cavaliers,Points,19.5,-118,BetMGM,OVER,,24.0,1
RJ Barrett,Toronto Raptors,Cleveland Cavaliers,Points,19.5,-106,DraftKings,UNDER,,24.0,0
RJ Barrett,Toronto Raptors,Cleveland Cavaliers,Points,19.5,-115,BetMGM,UNDER,,24.0,0
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,16.5,-118,FanDuel,OVER,,17.0,1
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,17.5,-101,DraftKings,OVER,,17.0,0
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,17.5,-108,BetMGM,OVER,,17.0,0
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,16.5,-108,FanDuel,UNDER,,17.0,0
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,17.5,-126,DraftKings,UNDER,,17.0,1
Evan Mobley,Cleveland Cavaliers,Toronto Raptors,Points,17.5,-127,BetMGM,UNDER,,17.0,1
Jakob Poeltl,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-103,DraftKings,OVER,,4.0,0
Jakob Poeltl,Toronto Raptors,Cleveland Cavaliers,Points,10.5,100,BetMGM,OVER,,4.0,0
Jakob Poeltl,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-123,DraftKings,UNDER,,4.0,1
Jakob Poeltl,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-136,BetMGM,UNDER,,4.0,1
Immanuel Quickley,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-122,DraftKings,OVER,,,
Immanuel Quickley,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-132,BetMGM,OVER,,,
Immanuel Quickley,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-105,DraftKings,UNDER,,,
Immanuel Quickley,Toronto Raptors,Cleveland Cavaliers,Points,10.5,-104,BetMGM,UNDER,,,
Sandro Mamukelashvili,Toronto Raptors,Cleveland Cavaliers,Points,9.5,-102,DraftKings,OVER,,3.0,0
Sandro Mamukelashvili,Toronto Raptors,Cleveland Cavaliers,Points,9.5,-103,BetMGM,OVER,,3.0,0
Sandro Mamukelashvili,Toronto Raptors,Cleveland Cavaliers,Points,9.5,-125,DraftKings,UNDER,,3.0,1
Sandro Mamukelashvili,Toronto Raptors,Cleveland Cavaliers,Points,9.5,-134,BetMGM,UNDER,,3.0,1
Jarrett Allen,Cleveland Cavaliers,Toronto Raptors,Points,14.5,-104,FanDuel,OVER,,10.0,0
Jarrett Allen,Cleveland Cavaliers,Toronto Raptors,Points,14.5,-120,DraftKings,OVER,,10.0,0
